Country_Name,Indicator_Name,Year,Value
Ecuador,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,
Ecuador,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,
Ecuador,Expenditure on primary education (% of government expenditure on education),2019,
Ecuador,Expenditure on secondary education (% of government expenditure on education),2019,
Ecuador,GDP (current US$),2019,1.08108E+11
Ecuador,GDP per capita (current US$),2019,6233.258167
Ecuador,Gini index,2019,45.7
Ecuador,"Government expenditure on education, total (% of GDP)",2019,4.225659847
Ecuador,"Government expenditure on education, total (% of government expenditure)",2019,11.60818005
Ecuador,"Government expenditure per student, primary (% of GDP per capita)",2019,
Ecuador,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Ecuador,International migrant stock (% of population),2019,
Ecuador,"International migrant stock, total",2019,
Ecuador,"Literacy rate, adult total (% of people ages 15 and above)",2019,
Ecuador,"Literacy rate, youth total (% of people ages 15-24)",2019,
Ecuador,Net migration,2019,71801
Ecuador,"Over-age students, primary (% of enrollment)",2019,
Ecuador,"Population ages 0-14, female",2019,2286765
Ecuador,"Population ages 0-14, male",2019,2383409
Ecuador,"Population ages 15-64, female",2019,5686373
Ecuador,"Population ages 15-64, male",2019,5702047
Ecuador,"Population ages 65 and above, female",2019,697836
Ecuador,"Population ages 65 and above, male",2019,587312
Ecuador,"Population, female",2019,8670974
Ecuador,"Population, male",2019,8672767
Ecuador,"Population, total",2019,17343740
Ecuador,Poverty headcount ratio at national poverty lines (% of population),2019,25
Ecuador,"Primary education, pupils",2019,1904379
Ecuador,"Repeaters, primary, total (% of total enrollment)",2019,
Ecuador,Rural population,2019,6246175
Ecuador,"School enrollment, preprimary (% gross)",2019,62.98297119
Ecuador,"School enrollment, primary (% gross)",2019,101.1975479
Ecuador,"School enrollment, primary (% net)",2019,
Ecuador,"School enrollment, secondary (% gross)",2019,100.5680771
Ecuador,"School enrollment, secondary (% net)",2019,
Ecuador,"Secondary education, pupils",2019,1877419
Ecuador,Urban population,2019,11097565
El Salvador,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
El Salvador,Adolescents out of school (% of lower secondary school age),2019,
El Salvador,Children out of school (% of primary school age),2019,
El Salvador,"Children out of school, primary",2019,
El Salvador,"Compulsory education, duration (years)",2019,15
El Salvador,"Current education expenditure, total (% of total expenditure in public institutions)",2019,94.09030914
El Salvador,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,46.54439926
El Salvador,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,61.54618073
El Salvador,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,33.58029175
El Salvador,Expenditure on primary education (% of government expenditure on education),2019,
El Salvador,Expenditure on secondary education (% of government expenditure on education),2019,
El Salvador,GDP (current US$),2019,26881140000
El Salvador,GDP per capita (current US$),2019,4280.288404
El Salvador,Gini index,2019,38.8
El Salvador,"Government expenditure on education, total (% of GDP)",2019,3.385159969
El Salvador,"Government expenditure on education, total (% of government expenditure)",2019,12.44863987
El Salvador,"Government expenditure per student, primary (% of GDP per capita)",2019,
El Salvador,"Government expenditure per student, secondary (% of GDP per capita)",2019,
El Salvador,International migrant stock (% of population),2019,
El Salvador,"International migrant stock, total",2019,
El Salvador,"Literacy rate, adult total (% of people ages 15 and above)",2019,89.13791656
El Salvador,"Literacy rate, youth total (% of people ages 15-24)",2019,98.34638977
El Salvador,Net migration,2019,-55143
El Salvador,"Over-age students, primary (% of enrollment)",2019,
El Salvador,"Population ages 0-14, female",2019,804460
El Salvador,"Population ages 0-14, male",2019,854645
El Salvador,"Population ages 15-64, female",2019,2186211
El Salvador,"Population ages 15-64, male",2019,1930954
El Salvador,"Population ages 65 and above, female",2019,297007
El Salvador,"Population ages 65 and above, male",2019,206940
El Salvador,"Population, female",2019,3287678
El Salvador,"Population, male",2019,2992539
El Salvador,"Population, total",2019,6280217
El Salvador,Poverty headcount ratio at national poverty lines (% of population),2019,
El Salvador,"Primary education, pupils",2019,626300
El Salvador,"Repeaters, primary, total (% of total enrollment)",2019,
El Salvador,Rural population,2019,1711610
El Salvador,"School enrollment, preprimary (% gross)",2019,
El Salvador,"School enrollment, primary (% gross)",2019,
El Salvador,"School enrollment, primary (% net)",2019,
El Salvador,"School enrollment, secondary (% gross)",2019,
El Salvador,"School enrollment, secondary (% net)",2019,
El Salvador,"Secondary education, pupils",2019,487992
El Salvador,Urban population,2019,4568607
Guyana,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
Guyana,Adolescents out of school (% of lower secondary school age),2019,
Guyana,Children out of school (% of primary school age),2019,
Guyana,"Children out of school, primary",2019,
Guyana,"Compulsory education, duration (years)",2019,6
Guyana,"Current education expenditure, total (% of total expenditure in public institutions)",2019,
Guyana,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,
Guyana,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,
Guyana,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,
Guyana,Expenditure on primary education (% of government expenditure on education),2019,
Guyana,Expenditure on secondary education (% of government expenditure on education),2019,
Guyana,GDP (current US$),2019,5173760192
Guyana,GDP per capita (current US$),2019,6477.296726
Guyana,Gini index,2019,
Guyana,"Government expenditure on education, total (% of GDP)",2019,
Guyana,"Government expenditure on education, total (% of government expenditure)",2019,
Guyana,"Government expenditure per student, primary (% of GDP per capita)",2019,
Guyana,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Guyana,International migrant stock (% of population),2019,
Guyana,"International migrant stock, total",2019,
Guyana,"Literacy rate, adult total (% of people ages 15 and above)",2019,
Guyana,"Literacy rate, youth total (% of people ages 15-24)",2019,97.95999908
Guyana,Net migration,2019,-24678
Guyana,"Over-age students, primary (% of enrollment)",2019,
Guyana,"Population ages 0-14, female",2019,113106
Guyana,"Population ages 0-14, male",2019,116774
Guyana,"Population ages 15-64, female",2019,266680
Guyana,"Population ages 15-64, male",2019,255482
Guyana,"Population ages 65 and above, female",2019,26147
Guyana,"Population ages 65 and above, male",2019,20564
Guyana,"Population, female",2019,405932
Guyana,"Population, male",2019,392821
Guyana,"Population, total",2019,798753
Guyana,Poverty headcount ratio at national poverty lines (% of population),2019,
Guyana,"Primary education, pupils",2019,
Guyana,"Repeaters, primary, total (% of total enrollment)",2019,
Guyana,Rural population,2019,585574
Guyana,"School enrollment, preprimary (% gross)",2019,
Guyana,"School enrollment, primary (% gross)",2019,
Guyana,"School enrollment, primary (% net)",2019,
Guyana,"School enrollment, secondary (% gross)",2019,
Guyana,"School enrollment, secondary (% net)",2019,
Guyana,"Secondary education, pupils",2019,
Guyana,Urban population,2019,213179
Honduras,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
Honduras,Adolescents out of school (% of lower secondary school age),2019,
Honduras,Children out of school (% of primary school age),2019,
Honduras,"Children out of school, primary",2019,
Honduras,"Compulsory education, duration (years)",2019,12
Honduras,"Current education expenditure, total (% of total expenditure in public institutions)",2019,
Honduras,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,40.26591873
Honduras,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,67.82389832
Honduras,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,29.94292068
Honduras,Expenditure on primary education (% of government expenditure on education),2019,
Honduras,Expenditure on secondary education (% of government expenditure on education),2019,
Honduras,GDP (current US$),2019,25089937109
Honduras,GDP per capita (current US$),2019,2519.366193
Honduras,Gini index,2019,48.2
Honduras,"Government expenditure on education, total (% of GDP)",2019,4.912849903
Honduras,"Government expenditure on education, total (% of government expenditure)",2019,20.11774063
Honduras,"Government expenditure per student, primary (% of GDP per capita)",2019,
Honduras,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Honduras,International migrant stock (% of population),2019,
Honduras,"International migrant stock, total",2019,
Honduras,"Literacy rate, adult total (% of people ages 15 and above)",2019,88.50743103
Honduras,"Literacy rate, youth total (% of people ages 15-24)",2019,96.08389282
Honduras,Net migration,2019,-6550
Honduras,"Over-age students, primary (% of enrollment)",2019,
Honduras,"Population ages 0-14, female",2019,1536150
Honduras,"Population ages 0-14, male",2019,1611991
Honduras,"Population ages 15-64, female",2019,3176068
Honduras,"Population ages 15-64, male",2019,3235591
Honduras,"Population ages 65 and above, female",2019,214817
Honduras,"Population ages 65 and above, male",2019,184212
Honduras,"Population, female",2019,4927035
Honduras,"Population, male",2019,5031794
Honduras,"Population, total",2019,9958829
Honduras,Poverty headcount ratio at national poverty lines (% of population),2019,48
Honduras,"Primary education, pupils",2019,1103956
Honduras,"Repeaters, primary, total (% of total enrollment)",2019,
Honduras,Rural population,2019,4209597
Honduras,"School enrollment, preprimary (% gross)",2019,39.7553215
Honduras,"School enrollment, primary (% gross)",2019,
Honduras,"School enrollment, primary (% net)",2019,
Honduras,"School enrollment, secondary (% gross)",2019,
Honduras,"School enrollment, secondary (% net)",2019,
Honduras,"Secondary education, pupils",2019,688235
Honduras,Urban population,2019,5749232
Mexico,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
Mexico,Adolescents out of school (% of lower secondary school age),2019,7.64868021
Mexico,Children out of school (% of primary school age),2019,0.792649984
Mexico,"Children out of school, primary",2019,106131
Mexico,"Compulsory education, duration (years)",2019,14
Mexico,"Current education expenditure, total (% of total expenditure in public institutions)",2019,97.93776703
Mexico,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,
Mexico,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,
Mexico,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,
Mexico,Expenditure on primary education (% of government expenditure on education),2019,
Mexico,Expenditure on secondary education (% of government expenditure on education),2019,
Mexico,GDP (current US$),2019,1.26901E+12
Mexico,GDP per capita (current US$),2019,10145.15263
Mexico,Gini index,2019,
Mexico,"Government expenditure on education, total (% of GDP)",2019,
Mexico,"Government expenditure on education, total (% of government expenditure)",2019,
Mexico,"Government expenditure per student, primary (% of GDP per capita)",2019,
Mexico,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Mexico,International migrant stock (% of population),2019,
Mexico,"International migrant stock, total",2019,
Mexico,"Literacy rate, adult total (% of people ages 15 and above)",2019,
Mexico,"Literacy rate, youth total (% of people ages 15-24)",2019,
Mexico,Net migration,2019,-47764
Mexico,"Over-age students, primary (% of enrollment)",2019,
Mexico,"Population ages 0-14, female",2019,15862670
Mexico,"Population ages 0-14, male",2019,16331694
Mexico,"Population ages 15-64, female",2019,42702305
Mexico,"Population ages 15-64, male",2019,40329532
Mexico,"Population ages 65 and above, female",2019,5333106
Mexico,"Population ages 65 and above, male",2019,4526001
Mexico,"Population, female",2019,63898082
Mexico,"Population, male",2019,61187228
Mexico,"Population, total",2019,125085311
Mexico,Poverty headcount ratio at national poverty lines (% of population),2019,
Mexico,"Primary education, pupils",2019,14012770
Mexico,"Repeaters, primary, total (% of total enrollment)",2019,
Mexico,Rural population,2019,24461683
Mexico,"School enrollment, preprimary (% gross)",2019,70.96864319
Mexico,"School enrollment, primary (% gross)",2019,104.6558228
Mexico,"School enrollment, primary (% net)",2019,
Mexico,"School enrollment, secondary (% gross)",2019,104.6472397
Mexico,"School enrollment, secondary (% net)",2019,
Mexico,"Secondary education, pupils",2019,14105856
Mexico,Urban population,2019,100623628
Paraguay,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
Paraguay,Adolescents out of school (% of lower secondary school age),2019,
Paraguay,Children out of school (% of primary school age),2019,
Paraguay,"Children out of school, primary",2019,
Paraguay,"Compulsory education, duration (years)",2019,13
Paraguay,"Current education expenditure, total (% of total expenditure in public institutions)",2019,
Paraguay,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,52.61434174
Paraguay,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,76.33424377
Paraguay,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,42.23772812
Paraguay,Expenditure on primary education (% of government expenditure on education),2019,
Paraguay,Expenditure on secondary education (% of government expenditure on education),2019,
Paraguay,GDP (current US$),2019,37925338460
Paraguay,GDP per capita (current US$),2019,5807.838814
Paraguay,Gini index,2019,45.7
Paraguay,"Government expenditure on education, total (% of GDP)",2019,3.469710112
Paraguay,"Government expenditure on education, total (% of government expenditure)",2019,11.94795036
Paraguay,"Government expenditure per student, primary (% of GDP per capita)",2019,
Paraguay,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Paraguay,International migrant stock (% of population),2019,
Paraguay,"International migrant stock, total",2019,
Paraguay,"Literacy rate, adult total (% of people ages 15 and above)",2019,93.21353149
Paraguay,"Literacy rate, youth total (% of people ages 15-24)",2019,98.35523224
Paraguay,Net migration,2019,-16270
Paraguay,"Over-age students, primary (% of enrollment)",2019,
Paraguay,"Population ages 0-14, female",2019,939092
Paraguay,"Population ages 0-14, male",2019,982343
Paraguay,"Population ages 15-64, female",2019,2098192
Paraguay,"Population ages 15-64, male",2019,2115847
Paraguay,"Population ages 65 and above, female",2019,212308
Paraguay,"Population ages 65 and above, male",2019,182244
Paraguay,"Population, female",2019,3249592
Paraguay,"Population, male",2019,3280434
Paraguay,"Population, total",2019,6530026
Paraguay,Poverty headcount ratio at national poverty lines (% of population),2019,23.5
Paraguay,"Primary education, pupils",2019,
Paraguay,"Repeaters, primary, total (% of total enrollment)",2019,
Paraguay,Rural population,2019,2489311
Paraguay,"School enrollment, preprimary (% gross)",2019,
Paraguay,"School enrollment, primary (% gross)",2019,
Paraguay,"School enrollment, primary (% net)",2019,
Paraguay,"School enrollment, secondary (% gross)",2019,
Paraguay,"School enrollment, secondary (% net)",2019,
Paraguay,"Secondary education, pupils",2019,
Paraguay,Urban population,2019,4040715
Peru,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
Peru,Adolescents out of school (% of lower secondary school age),2019,
Peru,Children out of school (% of primary school age),2019,
Peru,"Children out of school, primary",2019,
Peru,"Compulsory education, duration (years)",2019,14
Peru,"Current education expenditure, total (% of total expenditure in public institutions)",2019,85.19776917
Peru,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,
Peru,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,
Peru,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,
Peru,Expenditure on primary education (% of government expenditure on education),2019,
Peru,Expenditure on secondary education (% of government expenditure on education),2019,
Peru,GDP (current US$),2019,2.28326E+11
Peru,GDP per capita (current US$),2019,6955.88177
Peru,Gini index,2019,41.6
Peru,"Government expenditure on education, total (% of GDP)",2019,3.819960117
Peru,"Government expenditure on education, total (% of government expenditure)",2019,17.76287079
Peru,"Government expenditure per student, primary (% of GDP per capita)",2019,
Peru,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Peru,International migrant stock (% of population),2019,
Peru,"International migrant stock, total",2019,
Peru,"Literacy rate, adult total (% of people ages 15 and above)",2019,
Peru,"Literacy rate, youth total (% of people ages 15-24)",2019,
Peru,Net migration,2019,136558
Peru,"Over-age students, primary (% of enrollment)",2019,
Peru,"Population ages 0-14, female",2019,4364068
Peru,"Population ages 0-14, male",2019,4511509
Peru,"Population ages 15-64, female",2019,10764853
Peru,"Population ages 15-64, male",2019,10505376
Peru,"Population ages 65 and above, female",2019,1427758
Peru,"Population ages 65 and above, male",2019,1251297
Peru,"Population, female",2019,16556679
Peru,"Population, male",2019,16268182
Peru,"Population, total",2019,32824861
Peru,Poverty headcount ratio at national poverty lines (% of population),2019,20.2
Peru,"Primary education, pupils",2019,3715130
Peru,"Repeaters, primary, total (% of total enrollment)",2019,
Peru,Rural population,2019,7188973
Peru,"School enrollment, preprimary (% gross)",2019,105.8195267
Peru,"School enrollment, primary (% gross)",2019,113.4772263
Peru,"School enrollment, primary (% net)",2019,
Peru,"School enrollment, secondary (% gross)",2019,108.8338013
Peru,"School enrollment, secondary (% net)",2019,
Peru,"Secondary education, pupils",2019,2825788
Peru,Urban population,2019,25635888
Sint Maarten (Dutch part),"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
Sint Maarten (Dutch part),Adolescents out of school (% of lower secondary school age),2019,
Sint Maarten (Dutch part),Children out of school (% of primary school age),2019,
Sint Maarten (Dutch part),"Children out of school, primary",2019,
Sint Maarten (Dutch part),"Compulsory education, duration (years)",2019,14
Sint Maarten (Dutch part),"Current education expenditure, total (% of total expenditure in public institutions)",2019,
Sint Maarten (Dutch part),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,
Sint Maarten (Dutch part),"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,
Sint Maarten (Dutch part),"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,
Sint Maarten (Dutch part),Expenditure on primary education (% of government expenditure on education),2019,
Sint Maarten (Dutch part),Expenditure on secondary education (% of government expenditure on education),2019,
Sint Maarten (Dutch part),GDP (current US$),2019,1459776536
Sint Maarten (Dutch part),GDP per capita (current US$),2019,35084.03519
Sint Maarten (Dutch part),Gini index,2019,
Sint Maarten (Dutch part),"Government expenditure on education, total (% of GDP)",2019,
Sint Maarten (Dutch part),"Government expenditure on education, total (% of government expenditure)",2019,
Sint Maarten (Dutch part),"Government expenditure per student, primary (% of GDP per capita)",2019,
Sint Maarten (Dutch part),"Government expenditure per student, secondary (% of GDP per capita)",2019,
Sint Maarten (Dutch part),International migrant stock (% of population),2019,
Sint Maarten (Dutch part),"International migrant stock, total",2019,
Sint Maarten (Dutch part),"Literacy rate, adult total (% of people ages 15 and above)",2019,
Sint Maarten (Dutch part),"Literacy rate, youth total (% of people ages 15-24)",2019,
Sint Maarten (Dutch part),Net migration,2019,540
Sint Maarten (Dutch part),"Over-age students, primary (% of enrollment)",2019,
Sint Maarten (Dutch part),"Population ages 0-14, female",2019,1845
Sint Maarten (Dutch part),"Population ages 0-14, male",2019,3707
Sint Maarten (Dutch part),"Population ages 15-64, female",2019,15704
Sint Maarten (Dutch part),"Population ages 15-64, male",2019,16914
Sint Maarten (Dutch part),"Population ages 65 and above, female",2019,1939
Sint Maarten (Dutch part),"Population ages 65 and above, male",2019,1499
Sint Maarten (Dutch part),"Population, female",2019,19488
Sint Maarten (Dutch part),"Population, male",2019,22120
Sint Maarten (Dutch part),"Population, total",2019,41608
Sint Maarten (Dutch part),Poverty headcount ratio at national poverty lines (% of population),2019,
Sint Maarten (Dutch part),"Primary education, pupils",2019,
Sint Maarten (Dutch part),"Repeaters, primary, total (% of total enrollment)",2019,
Sint Maarten (Dutch part),Rural population,2019,0
Sint Maarten (Dutch part),"School enrollment, preprimary (% gross)",2019,
Sint Maarten (Dutch part),"School enrollment, primary (% gross)",2019,
Sint Maarten (Dutch part),"School enrollment, primary (% net)",2019,
Sint Maarten (Dutch part),"School enrollment, secondary (% gross)",2019,
Sint Maarten (Dutch part),"School enrollment, secondary (% net)",2019,
Sint Maarten (Dutch part),"Secondary education, pupils",2019,
Sint Maarten (Dutch part),Urban population,2019,41608
St. Kitts and Nevis,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
St. Kitts and Nevis,Adolescents out of school (% of lower secondary school age),2019,
St. Kitts and Nevis,Children out of school (% of primary school age),2019,
St. Kitts and Nevis,"Children out of school, primary",2019,
St. Kitts and Nevis,"Compulsory education, duration (years)",2019,12
St. Kitts and Nevis,"Current education expenditure, total (% of total expenditure in public institutions)",2019,
St. Kitts and Nevis,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,
St. Kitts and Nevis,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,
St. Kitts and Nevis,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,
St. Kitts and Nevis,Expenditure on primary education (% of government expenditure on education),2019,
St. Kitts and Nevis,Expenditure on secondary education (% of government expenditure on education),2019,
St. Kitts and Nevis,GDP (current US$),2019,1107844444
St. Kitts and Nevis,GDP per capita (current US$),2019,23219.40905
St. Kitts and Nevis,Gini index,2019,
St. Kitts and Nevis,"Government expenditure on education, total (% of GDP)",2019,4.300000191
St. Kitts and Nevis,"Government expenditure on education, total (% of government expenditure)",2019,12.27999973
St. Kitts and Nevis,"Government expenditure per student, primary (% of GDP per capita)",2019,
St. Kitts and Nevis,"Government expenditure per student, secondary (% of GDP per capita)",2019,
St. Kitts and Nevis,International migrant stock (% of population),2019,
St. Kitts and Nevis,"International migrant stock, total",2019,
St. Kitts and Nevis,"Literacy rate, adult total (% of people ages 15 and above)",2019,
St. Kitts and Nevis,"Literacy rate, youth total (% of people ages 15-24)",2019,
St. Kitts and Nevis,Net migration,2019,-191
St. Kitts and Nevis,"Over-age students, primary (% of enrollment)",2019,
St. Kitts and Nevis,"Population ages 0-14, female",2019,4846
St. Kitts and Nevis,"Population ages 0-14, male",2019,4812
St. Kitts and Nevis,"Population ages 15-64, female",2019,17434
St. Kitts and Nevis,"Population ages 15-64, male",2019,16435
St. Kitts and Nevis,"Population ages 65 and above, female",2019,2281
St. Kitts and Nevis,"Population ages 65 and above, male",2019,1901
St. Kitts and Nevis,"Population, female",2019,24562
St. Kitts and Nevis,"Population, male",2019,23149
St. Kitts and Nevis,"Population, total",2019,47712
St. Kitts and Nevis,Poverty headcount ratio at national poverty lines (% of population),2019,
St. Kitts and Nevis,"Primary education, pupils",2019,5395
St. Kitts and Nevis,"Repeaters, primary, total (% of total enrollment)",2019,
St. Kitts and Nevis,Rural population,2019,33017
St. Kitts and Nevis,"School enrollment, preprimary (% gross)",2019,
St. Kitts and Nevis,"School enrollment, primary (% gross)",2019,108.7482376
St. Kitts and Nevis,"School enrollment, primary (% net)",2019,
St. Kitts and Nevis,"School enrollment, secondary (% gross)",2019,
St. Kitts and Nevis,"School enrollment, secondary (% net)",2019,
St. Kitts and Nevis,"Secondary education, pupils",2019,
St. Kitts and Nevis,Urban population,2019,14695
Uruguay,"Adjusted net enrollment rate, primary (% of primary school age children)",2019,
Uruguay,Adolescents out of school (% of lower secondary school age),2019,0.838209987
Uruguay,Children out of school (% of primary school age),2019,0.564779997
Uruguay,"Children out of school, primary",2019,1584
Uruguay,"Compulsory education, duration (years)",2019,14
Uruguay,"Current education expenditure, total (% of total expenditure in public institutions)",2019,96.34745789
Uruguay,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2019,57.63454056
Uruguay,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2019,91.31797791
Uruguay,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2019,31.51058006
Uruguay,Expenditure on primary education (% of government expenditure on education),2019,
Uruguay,Expenditure on secondary education (% of government expenditure on education),2019,
Uruguay,GDP (current US$),2019,62048585619
Uruguay,GDP per capita (current US$),2019,18098.36155
Uruguay,Gini index,2019,39.7
Uruguay,"Government expenditure on education, total (% of GDP)",2019,4.703259945
Uruguay,"Government expenditure on education, total (% of government expenditure)",2019,15.14500999
Uruguay,"Government expenditure per student, primary (% of GDP per capita)",2019,
Uruguay,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Uruguay,International migrant stock (% of population),2019,
Uruguay,"International migrant stock, total",2019,
Uruguay,"Literacy rate, adult total (% of people ages 15 and above)",2019,98.7703476
Uruguay,"Literacy rate, youth total (% of people ages 15-24)",2019,99.02065277
Uruguay,Net migration,2019,-2902
Uruguay,"Over-age students, primary (% of enrollment)",2019,
Uruguay,"Population ages 0-14, female",2019,337320
Uruguay,"Population ages 0-14, male",2019,354180
Uruguay,"Population ages 15-64, female",2019,1112995
Uruguay,"Population ages 15-64, male",2019,1103936
Uruguay,"Population ages 65 and above, female",2019,318948
Uruguay,"Population ages 65 and above, male",2019,201031
Uruguay,"Population, female",2019,1769262
Uruguay,"Population, male",2019,1659147
Uruguay,"Population, total",2019,3428409
Uruguay,Poverty headcount ratio at national poverty lines (% of population),2019,
Uruguay,"Primary education, pupils",2019,292536
Uruguay,"Repeaters, primary, total (% of total enrollment)",2019,
Uruguay,Rural population,2019,156815
Uruguay,"School enrollment, preprimary (% gross)",2019,95.90068817
Uruguay,"School enrollment, primary (% gross)",2019,104.3050385
Uruguay,"School enrollment, primary (% net)",2019,
Uruguay,"School enrollment, secondary (% gross)",2019,123.0038223
Uruguay,"School enrollment, secondary (% net)",2019,
Uruguay,"Secondary education, pupils",2019,356855
Uruguay,Urban population,2019,3271594
Antigua and Barbuda,"Adjusted net enrollment rate, primary (% of primary school age children)",2020,
Antigua and Barbuda,Adolescents out of school (% of lower secondary school age),2020,
Antigua and Barbuda,Children out of school (% of primary school age),2020,
Antigua and Barbuda,"Children out of school, primary",2020,
Antigua and Barbuda,"Compulsory education, duration (years)",2020,11
Antigua and Barbuda,"Current education expenditure, total (% of total expenditure in public institutions)",2020,
Antigua and Barbuda,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2020,
Antigua and Barbuda,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2020,
Antigua and Barbuda,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2020,
Antigua and Barbuda,Expenditure on primary education (% of government expenditure on education),2020,
Antigua and Barbuda,Expenditure on secondary education (% of government expenditure on education),2020,
Antigua and Barbuda,GDP (current US$),2020,1416348148
Antigua and Barbuda,GDP per capita (current US$),2020,15284.77238
Antigua and Barbuda,Gini index,2020,
Antigua and Barbuda,"Government expenditure on education, total (% of GDP)",2020,3.453119993
Antigua and Barbuda,"Government expenditure on education, total (% of government expenditure)",2020,8.94178009
Antigua and Barbuda,"Government expenditure per student, primary (% of GDP per capita)",2020,
Antigua and Barbuda,"Government expenditure per student, secondary (% of GDP per capita)",2020,
Antigua and Barbuda,International migrant stock (% of population),2020,
Antigua and Barbuda,"International migrant stock, total",2020,
Antigua and Barbuda,"Literacy rate, adult total (% of people ages 15 and above)",2020,
Antigua and Barbuda,"Literacy rate, youth total (% of people ages 15-24)",2020,
Antigua and Barbuda,Net migration,2020,0
Antigua and Barbuda,"Over-age students, primary (% of enrollment)",2020,
Antigua and Barbuda,"Population ages 0-14, female",2020,8711
Antigua and Barbuda,"Population ages 0-14, male",2020,8971
Antigua and Barbuda,"Population ages 15-64, female",2020,34402
Antigua and Barbuda,"Population ages 15-64, male",2020,31494
Antigua and Barbuda,"Population ages 65 and above, female",2020,5315
Antigua and Barbuda,"Population ages 65 and above, male",2020,3771
Antigua and Barbuda,"Population, female",2020,48428
Antigua and Barbuda,"Population, male",2020,44236
Antigua and Barbuda,"Population, total",2020,92664
Antigua and Barbuda,Poverty headcount ratio at national poverty lines (% of population),2020,
Antigua and Barbuda,"Primary education, pupils",2020,
Antigua and Barbuda,"Repeaters, primary, total (% of total enrollment)",2020,
Antigua and Barbuda,Rural population,2020,70023
Antigua and Barbuda,"School enrollment, preprimary (% gross)",2020,
Antigua and Barbuda,"School enrollment, primary (% gross)",2020,
Antigua and Barbuda,"School enrollment, primary (% net)",2020,
Antigua and Barbuda,"School enrollment, secondary (% gross)",2020,
Antigua and Barbuda,"School enrollment, secondary (% net)",2020,
Antigua and Barbuda,"Secondary education, pupils",2020,
Antigua and Barbuda,Urban population,2020,22641
Argentina,"Adjusted net enrollment rate, primary (% of primary school age children)",2020,
Argentina,Adolescents out of school (% of lower secondary school age),2020,1.87372005
Argentina,Children out of school (% of primary school age),2020,0.194769993
Argentina,"Children out of school, primary",2020,8593
Argentina,"Compulsory education, duration (years)",2020,14
Argentina,"Current education expenditure, total (% of total expenditure in public institutions)",2020,97.85092163
Argentina,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2020,
Argentina,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2020,
