Country_Name,Nombre_Pais,Cod_Na_UIS,Context_Indicator_Name,Nombre_Indicador_Contexto,EMAC_IND_CONT_COD,Year,Value
Guyana,Guyana,GY,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Guyana,Guyana,GY,GDP (current US$),PIB (US$ corrientes),12,2020,5471256595
Guyana,Guyana,GY,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,6863.074346
Guyana,Guyana,GY,Gini index,Índice Gini,14,2020,
Guyana,Guyana,GY,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,
Guyana,Guyana,GY,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,
Guyana,Guyana,GY,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Guyana,Guyana,GY,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Guyana,Guyana,GY,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Guyana,Guyana,GY,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Guyana,Guyana,GY,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,
Guyana,Guyana,GY,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,
Guyana,Guyana,GY,Net migration,Migración neta,23,2020,802
Guyana,Guyana,GY,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Guyana,Guyana,GY,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,113309
Guyana,Guyana,GY,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2020,116858
Guyana,Guyana,GY,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2020,266812
Guyana,Guyana,GY,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2020,252015
Guyana,Guyana,GY,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2020,27182
Guyana,Guyana,GY,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2020,21026
Guyana,Guyana,GY,"Population, female","Población, mujeres",31,2020,407303
Guyana,Guyana,GY,"Population, male","Población, hombres",32,2020,389899
Guyana,Guyana,GY,"Population, total","Población, total",33,2020,797202
Guyana,Guyana,GY,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2020,
Guyana,Guyana,GY,"Primary education, pupils","Primaria, alumnos",35,2020,
Guyana,Guyana,GY,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2020,
Guyana,Guyana,GY,Rural population,Población rural,37,2020,583663
Guyana,Guyana,GY,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2020,
Guyana,Guyana,GY,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2020,
Guyana,Guyana,GY,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2020,
Guyana,Guyana,GY,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2020,
Guyana,Guyana,GY,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2020,
Guyana,Guyana,GY,"Secondary education, pupils","Educación secundaria, alumnos",43,2020,
Guyana,Guyana,GY,Urban population,Población urbana,44,2020,213539
Honduras,Honduras,HN,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2020,
Honduras,Honduras,HN,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2020,
Honduras,Honduras,HN,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2020,
Honduras,Honduras,HN,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2020,
Honduras,Honduras,HN,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2020,12
Honduras,Honduras,HN,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2020,
Honduras,Honduras,HN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2020,
Honduras,Honduras,HN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2020,
Honduras,Honduras,HN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2020,
Honduras,Honduras,HN,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2020,
Honduras,Honduras,HN,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Honduras,Honduras,HN,GDP (current US$),PIB (US$ corrientes),12,2020,23827859695
Honduras,Honduras,HN,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,2354.12148
Honduras,Honduras,HN,Gini index,Índice Gini,14,2020,
Honduras,Honduras,HN,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,6.438439846
Honduras,Honduras,HN,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,24.25477028
Honduras,Honduras,HN,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Honduras,Honduras,HN,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Honduras,Honduras,HN,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Honduras,Honduras,HN,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Honduras,Honduras,HN,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,
Honduras,Honduras,HN,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,
Honduras,Honduras,HN,Net migration,Migración neta,23,2020,-6199
Honduras,Honduras,HN,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Honduras,Honduras,HN,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,1534472
Honduras,Honduras,HN,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2020,1610061
Honduras,Honduras,HN,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2020,3249483
Honduras,Honduras,HN,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2020,3311015
Honduras,Honduras,HN,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2020,224828
Honduras,Honduras,HN,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2020,191904
Honduras,Honduras,HN,"Population, female","Población, mujeres",31,2020,5008783
Honduras,Honduras,HN,"Population, male","Población, hombres",32,2020,5112980
Honduras,Honduras,HN,"Population, total","Población, total",33,2020,10121763
Honduras,Honduras,HN,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2020,
Honduras,Honduras,HN,"Primary education, pupils","Primaria, alumnos",35,2020,1080048
Honduras,Honduras,HN,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2020,
Honduras,Honduras,HN,Rural population,Población rural,37,2020,4214803
Honduras,Honduras,HN,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2020,39.36090088
Honduras,Honduras,HN,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2020,
Honduras,Honduras,HN,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2020,
Honduras,Honduras,HN,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2020,
Honduras,Honduras,HN,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2020,
Honduras,Honduras,HN,"Secondary education, pupils","Educación secundaria, alumnos",43,2020,607709
Honduras,Honduras,HN,Urban population,Población urbana,44,2020,5906960
Mexico,México,MX,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2020,
Mexico,México,MX,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2020,7.818739891
Mexico,México,MX,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2020,0.776350021
Mexico,México,MX,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2020,104092
Mexico,México,MX,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2020,14
Mexico,México,MX,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2020,
Mexico,México,MX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2020,65.84581757
Mexico,México,MX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2020,83.46855164
Mexico,México,MX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2020,38.56058121
Mexico,México,MX,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2020,
Mexico,México,MX,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Mexico,México,MX,GDP (current US$),PIB (US$ corrientes),12,2020,1.09051E+12
Mexico,México,MX,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,8654.997325
Mexico,México,MX,Gini index,Índice Gini,14,2020,45.4
Mexico,México,MX,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,
Mexico,México,MX,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,
Mexico,México,MX,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Mexico,México,MX,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Mexico,México,MX,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Mexico,México,MX,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Mexico,México,MX,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,95.24784851
Mexico,México,MX,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,99.08241272
Mexico,México,MX,Net migration,Migración neta,23,2020,-9949
Mexico,México,MX,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Mexico,México,MX,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,15726752
Mexico,México,MX,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2020,16197190
Mexico,México,MX,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2020,43188309
Mexico,México,MX,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2020,40779429
Mexico,México,MX,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2020,5495791
Mexico,México,MX,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2020,4610831
Mexico,México,MX,"Population, female","Población, mujeres",31,2020,64410851
Mexico,México,MX,"Population, male","Población, hombres",32,2020,61587451
Mexico,México,MX,"Population, total","Población, total",33,2020,125998302
Mexico,México,MX,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2020,43.9
Mexico,México,MX,"Primary education, pupils","Primaria, alumnos",35,2020,13902903
Mexico,México,MX,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2020,
Mexico,México,MX,Rural population,Población rural,37,2020,24278613
Mexico,México,MX,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2020,70.59825134
Mexico,México,MX,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2020,103.6920471
Mexico,México,MX,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2020,
Mexico,México,MX,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2020,101.8352966
Mexico,México,MX,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2020,
Mexico,México,MX,"Secondary education, pupils","Educación secundaria, alumnos",43,2020,13709381
Mexico,México,MX,Urban population,Población urbana,44,2020,101719689
Paraguay,Paraguay,PY,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2020,
Paraguay,Paraguay,PY,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2020,
Paraguay,Paraguay,PY,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2020,
Paraguay,Paraguay,PY,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2020,
Paraguay,Paraguay,PY,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2020,13
Paraguay,Paraguay,PY,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2020,94.20191956
Paraguay,Paraguay,PY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2020,53.24330902
Paraguay,Paraguay,PY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2020,77.4958725
Paraguay,Paraguay,PY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2020,42.39099884
Paraguay,Paraguay,PY,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2020,
Paraguay,Paraguay,PY,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Paraguay,Paraguay,PY,GDP (current US$),PIB (US$ corrientes),12,2020,35432177936
Paraguay,Paraguay,PY,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,5353.348045
Paraguay,Paraguay,PY,Gini index,Índice Gini,14,2020,43.5
Paraguay,Paraguay,PY,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,3.3036201
Paraguay,Paraguay,PY,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,9.843669891
Paraguay,Paraguay,PY,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Paraguay,Paraguay,PY,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Paraguay,Paraguay,PY,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Paraguay,Paraguay,PY,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Paraguay,Paraguay,PY,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,94.54454803
Paraguay,Paraguay,PY,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,98.64470673
Paraguay,Paraguay,PY,Net migration,Migración neta,23,2020,-8230
Paraguay,Paraguay,PY,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Paraguay,Paraguay,PY,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,944809
Paraguay,Paraguay,PY,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2020,988323
Paraguay,Paraguay,PY,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2020,2129932
Paraguay,Paraguay,PY,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2020,2147773
Paraguay,Paraguay,PY,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2020,219970
Paraguay,Paraguay,PY,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2020,187890
Paraguay,Paraguay,PY,"Population, female","Población, mujeres",31,2020,3294711
Paraguay,Paraguay,PY,"Population, male","Población, hombres",32,2020,3323985
Paraguay,Paraguay,PY,"Population, total","Población, total",33,2020,6618695
Paraguay,Paraguay,PY,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2020,26.9
Paraguay,Paraguay,PY,"Primary education, pupils","Primaria, alumnos",35,2020,691877
Paraguay,Paraguay,PY,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2020,
Paraguay,Paraguay,PY,Rural population,Población rural,37,2020,2502992
Paraguay,Paraguay,PY,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2020,51.09172058
Paraguay,Paraguay,PY,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2020,
Paraguay,Paraguay,PY,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2020,
Paraguay,Paraguay,PY,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2020,
Paraguay,Paraguay,PY,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2020,
Paraguay,Paraguay,PY,"Secondary education, pupils","Educación secundaria, alumnos",43,2020,614037
Paraguay,Paraguay,PY,Urban population,Población urbana,44,2020,4115703
Peru,Perú,PE,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2020,
Peru,Perú,PE,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2020,
Peru,Perú,PE,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2020,
Peru,Perú,PE,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2020,
Peru,Perú,PE,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2020,14
Peru,Perú,PE,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2020,86.55557251
Peru,Perú,PE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2020,
Peru,Perú,PE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2020,
Peru,Perú,PE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2020,
Peru,Perú,PE,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2020,
Peru,Perú,PE,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Peru,Perú,PE,GDP (current US$),PIB (US$ corrientes),12,2020,2.01948E+11
Peru,Perú,PE,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,6063.62658
Peru,Perú,PE,Gini index,Índice Gini,14,2020,43.8
Peru,Perú,PE,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,4.246679783
Peru,Perú,PE,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,15.92708969
Peru,Perú,PE,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Peru,Perú,PE,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Peru,Perú,PE,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Peru,Perú,PE,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Peru,Perú,PE,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,94.49793243
Peru,Perú,PE,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,99.43636322
Peru,Perú,PE,Net migration,Migración neta,23,2020,79456
Peru,Perú,PE,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Peru,Perú,PE,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,4366616
Peru,Perú,PE,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2020,4517384
Peru,Perú,PE,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2020,10966919
Peru,Perú,PE,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2020,10705350
Peru,Perú,PE,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2020,1471788
Peru,Perú,PE,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2020,1276698
Peru,Perú,PE,"Population, female","Población, mujeres",31,2020,16805323
Peru,Perú,PE,"Population, male","Población, hombres",32,2020,16499432
Peru,Perú,PE,"Population, total","Población, total",33,2020,33304756
Peru,Perú,PE,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2020,30.1
Peru,Perú,PE,"Primary education, pupils","Primaria, alumnos",35,2020,3841744
Peru,Perú,PE,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2020,
Peru,Perú,PE,Rural population,Población rural,37,2020,7228131
Peru,Perú,PE,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2020,102.9080276
Peru,Perú,PE,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2020,120.9846115
Peru,Perú,PE,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2020,
Peru,Perú,PE,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2020,110.5849228
Peru,Perú,PE,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2020,
Peru,Perú,PE,"Secondary education, pupils","Educación secundaria, alumnos",43,2020,2877111
Peru,Perú,PE,Urban population,Población urbana,44,2020,26076625
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2020,14
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,GDP (current US$),PIB (US$ corrientes),12,2020,1240279330
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,29314.09429
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Gini index,Índice Gini,14,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Net migration,Migración neta,23,2020,475
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,1668
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2020,3610
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2020,15921
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2020,17328
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2020,2142
